video_id,title,url,views,duration,publishedAt
j19HFPplMQ0,Knife Skills Progression,https://www.youtube.com/watch?v=j19HFPplMQ0,44862231,PT24S,2025-07-25T16:01:19Z
msEg_9RACVY,INSTANT Knife Skills,https://www.youtube.com/watch?v=msEg_9RACVY,8327270,PT43S,2023-08-01T15:30:12Z
301GZsic7jg,Cooking 101: Culinary School Lessons — Precision Knife Skills 🔪,https://www.youtube.com/watch?v=301GZsic7jg,1292920,PT1M1S,2023-07-24T20:34:26Z
vm7Htm1prbo,Professional Knife Skills 101,https://www.youtube.com/watch?v=vm7Htm1prbo,3047170,PT30S,2021-03-15T21:00:23Z
N_0dlqzSWV0,"Perfect Knife Skills: ""The Claw"" Learn to Cut #shorts #knifeskills #cooking",https://www.youtube.com/watch?v=N_0dlqzSWV0,402999,PT28S,2021-03-30T23:00:04Z
euBlVXJm9Cg,3 Tips to Improve your Knife Skills #cooking #chef,https://www.youtube.com/watch?v=euBlVXJm9Cg,436950,PT56S,2023-12-06T23:00:24Z
9syIoeh5tl8,Secret Tip To Chef's Knives...,https://www.youtube.com/watch?v=9syIoeh5tl8,1012167,PT21S,2025-04-03T16:00:17Z
qU4xddDQLHo,Knife Skills Progression w/ @NickDiGiovanni & @Meals_by_cug,https://www.youtube.com/watch?v=qU4xddDQLHo,303469394,PT20S,2023-04-04T15:47:04Z
IWAAsKQzTqQ,NYC Culinary Student - Knife Skills Practical Exam 1 (Med. Dice) 🥔,https://www.youtube.com/watch?v=IWAAsKQzTqQ,8501939,PT36S,2022-12-14T18:00:10Z
X4X9lOYFoIc,5 Essential Knives Every Cook Needs,https://www.youtube.com/watch?v=X4X9lOYFoIc,3491995,PT46S,2021-12-15T11:00:13Z
Mjd1Bh81dto,what knives do professional chefs use? #shorts,https://www.youtube.com/watch?v=Mjd1Bh81dto,3022550,PT1M,2024-07-28T15:00:27Z
0R6LxlLIYwQ,Get INSTANT Knife Skills,https://www.youtube.com/watch?v=0R6LxlLIYwQ,1001966,PT58S,2024-10-19T17:30:00Z
xgAR9cvxQgo,Mid- Level Knife Skills Everyone Should Learn,https://www.youtube.com/watch?v=xgAR9cvxQgo,3184213,PT1M4S,2025-06-06T18:04:28Z
QZZVy_utPlk,How to Cut Fast with a Knife,https://www.youtube.com/watch?v=QZZVy_utPlk,30620207,PT37S,2025-08-02T11:00:51Z
xzwjRm7Oj2U,WORLDS BEST CHEF KNIFE?!?!,https://www.youtube.com/watch?v=xzwjRm7Oj2U,42448090,PT37S,2025-04-27T01:40:46Z
J60DCvBCAIo,Every Knife a Chef Needs to Own,https://www.youtube.com/watch?v=J60DCvBCAIo,2265370,PT1M14S,2025-04-21T15:01:57Z
8KlpqZ3A5gs,How To Hold a Chef's Knife Safely,https://www.youtube.com/watch?v=8KlpqZ3A5gs,107328,PT28S,2023-02-16T15:00:05Z
gvU0L5vjm8w,Let’s talk about kitchen knives 🔪 #shorts,https://www.youtube.com/watch?v=gvU0L5vjm8w,1374494,PT56S,2023-02-22T10:39:11Z
LjmbI0I71L4,How to Sharpen a Chefs Knife With a Whetstone 🔪 #shorts #chef,https://www.youtube.com/watch?v=LjmbI0I71L4,217178,PT35S,2023-06-23T12:49:22Z
9TGxNVLyq-A,Knife Skills: Proper Posture #Shorts,https://www.youtube.com/watch?v=9TGxNVLyq-A,4121466,PT48S,2023-04-25T19:00:02Z
3eIjflgqkOQ,How to hold a knife correctly,https://www.youtube.com/watch?v=3eIjflgqkOQ,56008,PT22S,2023-09-04T06:00:01Z
7gRJtg-9X2c,Amazing Fruit Cutting Skills - Fruit Master of China!,https://www.youtube.com/watch?v=7gRJtg-9X2c,194878512,PT58S,2025-06-17T03:57:40Z
yxjgjH6VbqA,Dicing an Onion Faster than the Pros! #kitchentips #shorts,https://www.youtube.com/watch?v=yxjgjH6VbqA,2151175,PT58S,2022-10-11T13:15:04Z
FJRC81s9ExI,How to cut REALLY FAST 🔪🥒,https://www.youtube.com/watch?v=FJRC81s9ExI,1103087,PT47S,2025-06-13T15:00:23Z
Q2lFNrXxWOk,Knife Sharpening Basics,https://www.youtube.com/watch?v=Q2lFNrXxWOk,2068323,PT54S,2023-09-26T16:00:17Z
vpwL9y76rOo,How To Pick A Chef Knife,https://www.youtube.com/watch?v=vpwL9y76rOo,2217061,PT20S,2023-01-27T16:00:29Z
vahJGCABK2o,Knife Skills: How To Slice #Shorts,https://www.youtube.com/watch?v=vahJGCABK2o,90840,PT48S,2023-04-11T18:30:46Z
NypZ61RptDI,my top 3 knives. #knives #kitchenknives,https://www.youtube.com/watch?v=NypZ61RptDI,2015954,PT49S,2023-04-30T02:17:02Z
FU-RHi7iN4I,Japanese vs. German Chef Knives,https://www.youtube.com/watch?v=FU-RHi7iN4I,4828239,PT1M1S,2024-04-27T16:00:11Z
gpVt6jRNf8k,chef knife skills #adamrose #chef #cookingtips #kitchenhacks #lifetips #knifeskills,https://www.youtube.com/watch?v=gpVt6jRNf8k,1553995,PT59S,2025-03-16T15:35:14Z
rOorep3Cxx8,I Learned to Chop Insanely FAST,https://www.youtube.com/watch?v=rOorep3Cxx8,8898566,PT49S,2023-03-30T20:01:26Z
ZZsrtfBrQfw,Using whetstones to sharpen the kitchen knives!,https://www.youtube.com/watch?v=ZZsrtfBrQfw,11859765,PT53S,2025-01-11T14:18:14Z
WWj9ByH8MU8,The Basics of Sautéing Correctly!,https://www.youtube.com/watch?v=WWj9ByH8MU8,2794954,PT1M,2023-10-21T17:07:54Z
TComPBcvVGc,5 Secrets to Better Food,https://www.youtube.com/watch?v=TComPBcvVGc,10524304,PT1M,2024-02-27T17:00:30Z
YugawDL8G4M,Food HACKS I Learned In Restaurants,https://www.youtube.com/watch?v=YugawDL8G4M,13848939,PT58S,2024-03-21T20:50:00Z
2WDIBat-Jgo,Cooking Basics: How To Stirfry,https://www.youtube.com/watch?v=2WDIBat-Jgo,17488523,PT58S,2022-11-24T12:08:51Z
U3rjmda4mZw,Chef Tips for Better Omelettes,https://www.youtube.com/watch?v=U3rjmda4mZw,3952763,PT1M,2024-10-11T08:57:26Z
qwlBakwrhPw,This is why Salmon tastes better in Restaurants,https://www.youtube.com/watch?v=qwlBakwrhPw,14105064,PT58S,2024-08-26T18:06:29Z
dv7BDkQmvhA,How to Cook with Ice 🧊,https://www.youtube.com/watch?v=dv7BDkQmvhA,227085859,PT58S,2024-04-01T15:25:24Z
-CPpNk9-kY8,Cooking 101: Culinary School Lessons - how to cut tomatoes,https://www.youtube.com/watch?v=-CPpNk9-kY8,465304,PT55S,2023-09-18T16:41:49Z
V4E19PZE5ec,How did I not learn this before? This is the tastiest cabbage I've ever had,https://www.youtube.com/watch?v=V4E19PZE5ec,6225439,PT1M,2024-11-22T12:22:47Z
v0y9tMRbx50,Chef tips everyone should know,https://www.youtube.com/watch?v=v0y9tMRbx50,972854,PT58S,2024-09-11T14:44:38Z
lQ-7_kfTAB8,How A Professional Chef Cuts An Onion,https://www.youtube.com/watch?v=lQ-7_kfTAB8,1265187,PT29S,2021-05-23T17:30:48Z
hCOLjQDin40,Cook Salmon Properly,https://www.youtube.com/watch?v=hCOLjQDin40,13026313,PT1M,2025-04-30T16:33:56Z
6Db60rwdOuY,How To Cook Blue Lobster,https://www.youtube.com/watch?v=6Db60rwdOuY,31419646,PT21S,2024-10-16T19:01:07Z
f-twQeqQAZE,This Is How To Cook Steak Perfectly Every Time,https://www.youtube.com/watch?v=f-twQeqQAZE,1228707,PT55S,2024-01-12T20:00:14Z
fDGVk1SeTFM,A Twisting Culinary Masterpiece,https://www.youtube.com/watch?v=fDGVk1SeTFM,4609534,PT24S,2024-07-23T17:05:04Z
VBLFK00jt5Y,Amazing Egg Technique,https://www.youtube.com/watch?v=VBLFK00jt5Y,11360576,PT24S,2024-02-09T04:00:20Z
ZQSF5n6h5tA,How to Cut an Onion - Gordon Ramsay,https://www.youtube.com/watch?v=ZQSF5n6h5tA,21889875,PT20S,2025-05-02T19:00:25Z
OGULQgshwaE,Japan’s Wild Cooking Method 🤯,https://www.youtube.com/watch?v=OGULQgshwaE,3648005,PT23S,2025-01-09T14:41:19Z
lkB_4ZPLPl8,The steak accordion (I did something bad),https://www.youtube.com/watch?v=lkB_4ZPLPl8,40185875,PT42S,2022-07-25T20:45:03Z
6ezSIJZt6io,How To Cook With Stainless Steel,https://www.youtube.com/watch?v=6ezSIJZt6io,5160512,PT32S,2024-06-15T16:00:03Z
vttqsv0JHuY,Cutting vegetables - a quick guide,https://www.youtube.com/watch?v=vttqsv0JHuY,1618347,PT1M,2024-11-11T19:51:42Z
YYsg_vZEDng,How to Cook Eggs with Tomatoes and Cheese for Breakfast. Tomatoes. Onion.Eggs.,https://www.youtube.com/watch?v=YYsg_vZEDng,3060258,PT20S,2024-08-09T05:49:55Z
rMV2q-2IPoE,Gordon Ramsay Demonstrates How To Make The Perfect Scrambled Egg 🍳,https://www.youtube.com/watch?v=rMV2q-2IPoE,10622679,PT48S,2025-01-13T00:12:49Z
2Vs6doemmh4,Cooking Basics For Students: Veggie Stock,https://www.youtube.com/watch?v=2Vs6doemmh4,15769469,PT1M,2022-10-31T17:47:18Z
VzN2zWmbwWQ,College Kitchen Essentials,https://www.youtube.com/watch?v=VzN2zWmbwWQ,7108442,PT44S,2025-08-13T21:40:44Z
A4sXl45ryHA,Do you want to cook Asian food? Watch this.,https://www.youtube.com/watch?v=A4sXl45ryHA,2832027,PT1M,2025-07-01T17:57:38Z
LxNo-c0iHw8,Healthy 15 Minute Lunch (cool people only),https://www.youtube.com/watch?v=LxNo-c0iHw8,9484429,PT45S,2022-11-14T16:46:54Z
9mRyYffm9Zw,how to start cooking as a beginner | cooking essentials,https://www.youtube.com/watch?v=9mRyYffm9Zw,103822,PT24S,2023-06-17T12:38:33Z
qaOlqlUwHuI,Exactly How To Boil Your Eggs,https://www.youtube.com/watch?v=qaOlqlUwHuI,58599979,PT1M,2022-08-22T19:46:13Z
WtuBpUslHxo,Should you go to Culinary School?! #deliciousrecipe #italianchef #italianfood #recipe #italian,https://www.youtube.com/watch?v=WtuBpUslHxo,115933,PT37S,2023-05-02T09:51:02Z
smIOeJRexWI,Let’s make a Steak Sandwich….#Ramsay style ! #recipe,https://www.youtube.com/watch?v=smIOeJRexWI,76901946,PT49S,2023-06-26T16:11:39Z
lk6WazJ3P9w,I Learned to Make Ratatouille (Like the film),https://www.youtube.com/watch?v=lk6WazJ3P9w,31942065,PT57S,2023-04-08T14:24:00Z
E1Y-huH1lqg,Cooking 101: Culinary School Lessons - Alliums 🔪,https://www.youtube.com/watch?v=E1Y-huH1lqg,172706,PT1M1S,2023-07-28T18:28:19Z
Y9omgi5eJJI,Cook This French Classic,https://www.youtube.com/watch?v=Y9omgi5eJJI,1086547,PT50S,2024-11-06T18:58:42Z
7kiT5xgZhCw,comfort food classics 🥰 ft. spam #shorts,https://www.youtube.com/watch?v=7kiT5xgZhCw,992360,PT20S,2022-03-12T14:00:07Z
WdYd_UCiZsM,How to Cook the Perfect Rice Every Time! #shorts #howtocook,https://www.youtube.com/watch?v=WdYd_UCiZsM,1985864,PT29S,2022-08-25T15:00:33Z
kUXXjApmS-E,Butter Basted Steak Tutorial #shorts,https://www.youtube.com/watch?v=kUXXjApmS-E,5189506,PT38S,2021-08-27T00:00:17Z
IfYEEVb9Cxo,Ultimate Steak Crust,https://www.youtube.com/watch?v=IfYEEVb9Cxo,47202619,PT26S,2022-12-11T17:00:08Z
-0Zp_fL3jCo,How To Cook Perfect Scallops #SHORTS,https://www.youtube.com/watch?v=-0Zp_fL3jCo,1091013,PT1M,2022-09-30T19:28:36Z
CoK_Kzq9Fkk,How To Cook The Perfect Steak?!,https://www.youtube.com/watch?v=CoK_Kzq9Fkk,254800017,PT1M,2022-11-16T18:57:39Z
aeeoXWXsVrQ,The Only Way You Should Cook Your Salmon,https://www.youtube.com/watch?v=aeeoXWXsVrQ,5387529,PT1M1S,2024-11-08T14:00:02Z
6FZwdr9elLA,How to Cook Broccoli Correctly #shorts,https://www.youtube.com/watch?v=6FZwdr9elLA,2030850,PT33S,2022-04-28T20:30:00Z
DPhvoPDCeOI,How I cook my steak,https://www.youtube.com/watch?v=DPhvoPDCeOI,10376605,PT1M,2022-06-28T23:00:05Z
_9CIHynjCjw,Picanha - with or against the grain? #shorts,https://www.youtube.com/watch?v=_9CIHynjCjw,6571836,PT59S,2023-05-26T11:33:42Z
ai_9qHgUxUs,Cooking Wagyu The Wrong Way,https://www.youtube.com/watch?v=ai_9qHgUxUs,30450210,PT39S,2023-01-10T17:00:01Z
oECGAXuPD10,STOP making these mistakes and cook mushrooms like a CHEF! #shorts #mushroom,https://www.youtube.com/watch?v=oECGAXuPD10,7682909,PT24S,2023-03-31T15:00:42Z
Zg_Tl2PwCfU,How We Cook Bacon In restaurants,https://www.youtube.com/watch?v=Zg_Tl2PwCfU,3637246,PT21S,2021-04-07T17:39:51Z
rf3D-7SwAG8,How to cook yummy food recipe #shorts #shortvideo #recipe #food #cooking,https://www.youtube.com/watch?v=rf3D-7SwAG8,2230497,PT58S,2025-05-27T12:29:50Z
Wrsm1wa9uTA,🍽️ HOW to Make a Creative Food Video Alone | #shorts #nordicscott,https://www.youtube.com/watch?v=Wrsm1wa9uTA,257617,PT32S,2023-08-16T20:15:00Z
oO9AEQ5_cOU,12 TIPS FOR WORKING IN A KITCHEN 🍽️,https://www.youtube.com/watch?v=oO9AEQ5_cOU,8326978,PT59S,2023-08-27T15:43:04Z
BfbLpviMMRE,I learned this with a friend from Italy! From now on I only cook noodles like this,https://www.youtube.com/watch?v=BfbLpviMMRE,10485508,PT1M,2024-11-18T19:36:53Z
pOS5ok2z-rw,Middle Eastern food is the best #food #cooking,https://www.youtube.com/watch?v=pOS5ok2z-rw,9972213,PT29S,2023-07-30T01:03:00Z
lNljkT5mjJM,#Fried without cooking oil( New wok) #food #cooking #egg #shorts,https://www.youtube.com/watch?v=lNljkT5mjJM,159225902,PT40S,2023-09-09T14:58:37Z
eNeDlI_LIgY,How to cook salmon fish recipe #shortvideo #shorts #cooking #food #recipe,https://www.youtube.com/watch?v=eNeDlI_LIgY,50265668,PT59S,2024-11-25T16:27:24Z
kQdasMB4bwc,How to crispy green chili recipe #shorts #shortvideo #cooking #food #recipe,https://www.youtube.com/watch?v=kQdasMB4bwc,7429371,PT58S,2025-07-24T13:36:33Z
